"job_title","company","location","salary","job_detail","company_size","category","company_logo_url","job_url"
"Office Assistant / Administrative Clerk","PT CLOUD DREAM MARKETING","Jakarta Raya","Rp 8.000.000 Rp 10.000.000 per month","Company OverviewPT Cloud Dream Marketing is a Jakarta-based digital marketing company providing marketing solutions including digital campaigns, brand promotion, and business support services. (PT Cloud Dream Marketing adalah perusahaan digital marketing berbasis di Jakarta yang menyediakan solusi pemasaran termasuk kampanye digital, promosi brand, dan layanan pendukung bisnis.) Responsibilities Handle daily administrative and office tasks(Menangani tugas administrasi dan operasional kantor sehari-hari) Manage and organize company documents and records(Mengelola dan mengarsipkan dokumen perusahaan) Assist in preparing reports, letters, and internal documentation(Membantu menyiapkan laporan, surat, dan dokumen internal) Coordinate with internal teams for daily operations(Berkoordinasi dengan tim internal untuk operasional harian) Support HR and recruitment administrative tasks when needed(Mendukung administrasi HR dan rekrutmen jika diperlukan) Manage office supplies and general office support (Mengelola perlengkapan kantor dan kebutuhan operasional lainnya) Requirements Minimum 1 year experience in administration or clerical work(Minimal 1 tahun pengalaman di bidang administrasi atau clerical) Diploma or Bachelor s degree in any related field(Pendidikan D3/S1 di bidang terkait) Proficient in Microsoft Office (Word, Excel, PowerPoint)(Menguasai Microsoft Office) Organized, detail-oriented, and responsible(Terorganisir, teliti, dan bertanggung jawab) Good communication skills(Memiliki kemampuan komunikasi yang baik) Able to work independently and in a team (Mampu bekerja mandiri maupun dalam tim) Benefits Competitive salary(Gaji kompetitif) Stable and professional working environment(Lingkungan kerja yang stabil dan profesional) Career development opportunities(Kesempatan pengembangan karir) BPJS Kesehatan & Ketenagakerjaan and annual leave(BPJS Kesehatan & Ketenagakerjaan serta cuti tahunan)","","Administrasi/Data Entry","https://bx-branding-gateway.cloud.seek.com.au/40be9ad0-e842-4b08-9111-0d37eebc29e3.1/jdpLogo","https://id.jobstreet.com/id/job/91874347?type=standard&ref=search-standalone&origin=jobCard#sol=f6f6f1a8f6115cc7dc917ab23dd11810641b1012"
"administrasi","PT UTAMA JAYA WISESA","Jakarta Timur","","Gambaran Umum Pekerjaan PT UTAMA JAYA WISESA', sebuah perusahaan yang bergerak di bidang Administration & Office Support, sedang mencari kandidat yang berpengalaman dan terampil untuk bergabung dengan kami sebagai Administrasi. Sebagai Administrasi, Anda akan memainkan peran penting dalam mendukung kelancaran operasional perusahaan kami di East Jakarta Jakarta. Posisi ini menawarkan kesempatan untuk berkembang dalam lingkungan kerja yang dinamis dan kolaboratif.Tanggung Jawab UtamaMengelola tugas administrasi harian seperti pengetikan, pengarsipan, dan penanganan surat-menyuratMenjadwalkan dan mengatur pertemuan serta mempersiapkan bahan presentasi dan materi pendukungMenjadi titik kontak utama bagi klien internal dan eksternal, memberikan informasi dan dukungan yang diperlukanMembantu dalam pengolahan data dan pembuatan laporan rutinMelakukan tugas lain yang diberikan oleh atasan sesuai kebutuhanKeterampilan, Kualifikasi, dan Pengalaman yang DibutuhkanMinimal memiliki Diploma/Sarjana di bidang Administrasi Perkantoran atau yang setaraMemiliki minimal 2 tahun pengalaman kerja sebagai Administrasi atau peran serupaMahir dalam menggunakan Microsoft Office (Word, Excel, PowerPoint) dan aplikasi perkantoran lainnyaMemiliki kemampuan komunikasi yang baik, baik secara lisan maupun tertulisTeliti, cermat, dan mampu bekerja dengan cepat serta di bawah tekananMemiliki jiwa pelayanan yang baik dan dapat bekerja dalam timManfaat Utama Bekerja di PT UTAMA JAYA WISESA'Gaji kompetitif sesuai dengan pengalaman dan kemampuanPaket tunjangan yang menarik, termasuk asuransi kesehatan, cuti tahunan, dan program pensiunKesempatan untuk pengembangan karier melalui pelatihan dan program pembelajaranLingkungan kerja yang kolaboratif dan mendukung untuk berkembangBudaya perusahaan yang menjunjung tinggi keberagaman dan inklusiTentang PT UTAMA JAYA WISESA' PT UTAMA JAYA WISESA' adalah perusahaan yang bergerak di bidang Administration & Office Support dengan kantor pusat di East Jakarta Jakarta. Kami berkomitmen untuk menyediakan layanan administrasi dan dukungan perkantoran terbaik bagi para klien kami. Dengan lebih dari 10 tahun pengalaman, kami telah membangun reputasi sebagai mitra terpercaya yang dapat diandalkan. Tim kami terdiri dari individu-individu yang berdedikasi, inovatif, dan selalu siap membantu klien kami mencapai kesuksesan. Jika Anda siap untuk bergabung dengan tim kami yang dinamis, lamar sekarang dan buka peluang karier yang menarik di PT UTAMA JAYA WISESA'!","","Administrasi/Data Entry","","https://id.jobstreet.com/id/job/91523349?type=standard&ref=search-standalone&origin=jobCard#sol=4df974afde07c2bc1e8d251a3273e6d1c0283263"
"Admin Staff","PT Eka Bogainti","Jakarta Timur","","Job Descriptions:Perform data entry and maintain accurate recordsMonitor operational expenses and handle reimbursementsPrepare weekly/monthly reports and Minutes of Meeting (MoM)Manage and organize document filing (physical & digital)Coordinate with field teams and vendorsSupport daily administrative tasks Qualifications:Minimum 1-2 years of experience in an administrative or office support roleMinimum education of a Diploma (D3) in a relevant field, such as Management or a related discipline.Proficient in using Microsoft Office suite, particularly Excel, Word, and Outlook, etcWilling to be placed in Ciracas, East Jakarta","More than 10,000 employees","Administrasi/Data Entry","https://bx-branding-gateway.cloud.seek.com.au/30017419-bc5d-43fd-9b67-832967f62bf6.1/jdpLogo","https://id.jobstreet.com/id/job/91705155?type=standard&ref=search-standalone&origin=jobCard#sol=6275d5d83c83beb8b7e5a1b19aec8da4e28acc1c"
"GA Service Staff","Restaurant Angke Group","Jakarta Barat","Rp 5.000.000 Rp 5.500.000 per month","Tugas dan Tanggung Jawab Pekerjaan: - Mengelola kebutuhan kantor maupun operasional seperti perawatan fasilitas, aset, kendaraan operasional, dan perlengkapan kerja. - Mengatur dan memastikan ketersediaan alat tulis kantor (ATK), inventaris, serta kebutuhan lainnya. - Melakukan pencarian vendor dan menjalin hubungan baik dengan vendor/pihak eksternal - Mengatur dam memastikan penjadwalan rute driver setiap harinya - Mengkoordinasikan pengelolaan setiap cabang operasional perusahaan (kebersihan, perawatan, dan sewa). - Menangani administrasi terkait vendor, kontrak, asuransi dan pembayaran fasilitas perusahaan. - Memastikan kepatuhan terhadap kebijakan keselamatan dan keamanan kantor. - Mengontrol dan menangani segala bentuk perizinan yang dibutuhkan - Melakukan dan memastikan perbaikan kendaraan rutin Kualifikasi : - Pendidikan minimal SMK, D3/S1 jurusan relevan (diutamakan Akuntansi, Manajemen, atau Teknik). - Memiliki pengalaman minimal 2 tahun di bidang General Affair atau Asset Management. - Memahami pengelolaan aset, fasilitas, dan vendor. - Teliti, bertanggung jawab, dan mampu bekerja di bawah tekanan. - Memiliki kemampuan komunikasi dan koordinasi yang baik dengan seluruh divisi perusahaan - Bersedia bekerja secara mobile - Mampu mengendarai mobil dan memiliki SIM A","101-1,000 employees","Administrasi/Data Entry","https://bx-branding-gateway.cloud.seek.com.au/591cf03d-8e72-48b3-b929-9a5d6d7a77b3.2/jdpLogo","https://id.jobstreet.com/id/job/91721070?type=standard&ref=search-standalone&origin=jobCard#sol=45fb81f0f13d620c41b4ce0cd66e89d3ef221bf7"
"STAFF ADMIN SUPPORT UNTUK PENJUALAN EXPORT","PT. Edico Utama","Jakarta Timur","Rp 6.000.000 Rp 9.000.000 per month","KUALIFIKASI :Pendidikan minimal D3 (Segala jurusan, Akuntansi lebih disukai)Pengalaman minimal 1 tahun di segala bidang administrasi / operasionalMampu menggunakan Microsoft Office (terutama rumus Ms. Excel seperti vlookup, dll)Mampu menggunakan ERP (Electronic Resource Planning) Sistem, seperti Microsoft Dynamics AX365, SAP atau sistem sejenisBermotivasi tinggi, loyal, disiplin, teliti, kreatif, inovatif dan bertanggung jawabMemiliki keterampilan komunikasi yang kuat dan mampu bekerja sebagai timMemiliki kemampuan manajemen waktu yang baik dan mampu bekerja di bawah tekananMampu berbahasa Inggris URAIAN TUGAS :Menjadi Admin Support untuk tim penjualan dalam pengelolaan administrasi operasional harianMengubah Proforma Invoice yang telah dikonfirmasi pelanggan menjadi Sales Order pada sistem Microsoft Dynamics AX365Melakukan proses invoicing untuk transaksi penjualan ekspor dan pembelian impor melalui sistem Microsoft Dynamics AX365Memeriksa dan memastikan ketepatan tagihan/faktur terkait biaya kurir, pelayaran, dan biaya operasional lainnyaMelakukan pencatatan pembayaran serta piutang pelanggan secara akurat dan tepat waktuMencatat dan memonitor nilai penjualan serta penerimaan order dari setiap pelangganMenyusun dan memberikan laporan mingguan kepada manajemen terkait hasil penjualan dan penerimaan orderMembuat forecast laporan mingguan atas arus kas masuk (pembayaran pelanggan) untuk diserahkan kepada bagian Finance sebagai bahan perencanaan keuangBerkoordinasi dengan tim ekspor terkait penagihan piutang pelanggan yang telah jatuh tempo dan belum dilakukan pembayaranMembuat perhitungan costing untuk produk piston baru yang akan di produksi perusahaanMembuat form data sample piston baru saat menerima sample dari pelanggan untuk diserahkan kepada bagian Product Engineering.","101-1,000 employees","Administrasi/Data Entry","https://bx-branding-gateway.cloud.seek.com.au/e349cf8c-b3f9-4cbd-a928-6d1620741401.1/jdpLogo","https://id.jobstreet.com/id/job/91989292?type=standard&ref=search-standalone&origin=jobCard#sol=9e83dd48d5a72d456f27d775d7c7cc0f5e47cd1a"
"Administration","PT Dipo Star Finance","Jakarta Pusat","Rp 5.800.000 Rp 7.000.000 per month","Responsibilities:Perform data entry tasks and ensure the accuracy of information entered into the company system.Maintain and update company data, records, and filing systems while ensuring accuracy and confidentiality.Assist in the preparation and distribution of reports, presentations, and other documents.Provide administrative support to relevant departments as needed.Requirements:Minimum Bachelor's degree in any fieldFresh graduates are encouraged to applyProficient in Microsoft ExcelStrong communication skills and fast responseDetail-oriented, proactive, assertive, and well-organized in administrative tasksAbility to communicate in English (at least passive) is a plusWilling to be assigned in Head Office, Senayan, Central Jakarta","1,001-5,000 employees","Administrasi/Data Entry","https://bx-branding-gateway.cloud.seek.com.au/3588129a-bb58-41b3-8fb6-d83d15abb698.1/jdpLogo","https://id.jobstreet.com/id/job/91921692?type=standard&ref=search-standalone&origin=jobCard#sol=6e7d2fc6071755cf091094ce93b47fef99ccff5b"
"Administrasi Staff","PT Samudra Utama Narapati","Jakarta Barat","","Persyaratan :Pendidikan minimal D3, semua jurusanMemiliki pengalaman kerja Staff Administrasi minimal 2 tahunMenguasai Microsoft office (word, excel, powerpoint)Familiar dengan program Accurate (point plus)Memiliki kemampuan komunikasi dan koordinasi yang baikJujur, Teliti, Cekatan dan dapat bekerja dalam team Deskripsi Pekerjaan :Input dan update data produk (Spesifikasi, Harga, Stok) di Microsoft ExcelMembatu Tim dalam proses pengembangan produk baruMengelola dokumen terkait produk (Brief, Sample, Revisi)Koordinasi dengan Tim Logistik, Inventory, PurchasingMonitoring progress pengembangan produkMembuat laporan pengembangan produkMengarsipkan data produk dengan secara rapi","","Administrasi/Data Entry","https://bx-branding-gateway.cloud.seek.com.au/b9d5ab4f-3723-42e5-a229-0e6f5cb1e79b.1/jdpLogo","https://id.jobstreet.com/id/job/91934210?type=standard&ref=search-standalone&origin=jobCard#sol=ef7cff05854415e0ff5a226d1d0a7b6572c2f7f7"
"Sosial media admin","Danta Dental Studio","Jakarta Selatan","Rp 4.000.000 Rp 5.500.000 per month","Mengelola akun media sosial secara aktif dan konsistenMembuat konten harian sesuai brandingMengatur jadwal postingMembalas DM, komen dan message di akun media sosialBerkoordinasi dengan team untuk kebutuhan konten, mengikuti tren media sosial dan mempunyai ide kreatifKualifikasi : Berpenampilan rapi, komunikatif, bisa bekerja di teamAktif di media sosial dan mengikuti tren digitalMemilik skill foto dan video ( basic editing : capcut, canva, adobe, dll)Kreatif, detail oriented, memiliki sense aesthetic yang baikJika ada pengalaman sebagai social media admin akan menjadi nilai plusNilai tambahan jika mengerti dunia dental.","","Administrasi/Data Entry","","https://id.jobstreet.com/id/job/91757454?type=standard&ref=search-standalone&origin=jobCard#sol=ca8f6c70bc7dfc937b82f237b34d3272aaaad5bd"
"Office Admin Specialist","PT VPS ELEKTRONIKA INDONESIA","Kebayoran Lama","Rp 8.000.000 Rp 10.000.000 per month","/ Job Title Office Admin Specialist (Indonesian-Chinese Translation, fluent oral Chinese required) / Job Brief In charge of daily office administration and full-time Indonesian-Chinese translation (written & on-site interpretation). Candidate must have fluent oral Chinese communication skills for internal and external coordination. Also responsible for document management, daily expense registration, bank and government liaison work. / Main Responsibilities1. Translation Indonesian to Chinese written translation and on-site business interpretation. Fluent and clear oral Chinese communication is mandatory.2. Document Management Daily document collection, sorting, filing and standardized archives management.3. Expense Registration Daily office expense registration, bookkeeping and financial coordination.4. External Liaison Daily liaison and affairs handling with banks and government authorities.5. Admin Support General office administrative support and other ad-hoc tasks assigned by management. /Qualifications and Competencies Word Excel PowerPoint / /Office and Systems: Skilled in MS Office (Word, Excel, PowerPoint) and OA/collaboration tools; capable of data entry, reporting, and presentation production. /Soft Skills: Detail oriented, strong sense of confidentiality, communication and coordination, multi tasking and prioritization, problem analysis and resolution, customer oriented. /Others : Valid driver s license, willingness to travel or be stationed onsite, and event planning and execution experience are advantageous.","","Administrasi/Data Entry","https://bx-branding-gateway.cloud.seek.com.au/43b130f8-a8a8-480a-aaaf-50c9744600bd.1/jdpLogo","https://id.jobstreet.com/id/job/91928575?type=standard&ref=search-standalone&origin=jobCard#sol=d5a59b8ff7878912345ac0c75ed6e1edde6e90e4"
"STAFF ADMINISTRASI","PT Funworld Prima","Jakarta Raya","","STAFF ADMINISTRASI PENGURUSAN PHOTOBOOTH :Minimal pendidikan D3/S1 sederajatMemiliki pengalaman dibidang yang samaMembantu dalam pembuatan kartu baruMelakukan upgrade kartu customer dan penggantian kartu rusakMembuat laporan terkait mesin-mesin photobooth Funworld di seluruh IndonesiaMembantu dalam pengurusan laporan mesin-mesin F&B Funworld di seluruh IndonesiaMembuat laporan kerja dan diserahkan kepada atasanMenguasai bidang administrasiMemahami penggunaan Microsoft Office seperti Word, Excel dan lainnyaAktif dan komunikatif","1,001-5,000 employees","Administrasi/Data Entry","https://bx-branding-gateway.cloud.seek.com.au/9fbc25cf-b170-4694-acbe-fd721eaf0e21.2/jdpLogo","https://id.jobstreet.com/id/job/91971928?type=standard&ref=search-standalone&origin=jobCard#sol=ef59956922e620c445e71301dbef10653dee9bb0"
"Secretary (Admin Office)","PT Mas Automobil Sejahtera","Jakarta Utara","","Kualifikasi:Bertindak sebagai perantara antara manajemen dengan jajarannya serta pihak klien, mitra bisnis dan rekan kerjaMengelola jadwal harian, mingguan dan bulanan termasuk mengatur pertemuan Direktur/Pimpinan perusahaanMampu dan lihai dengan program Office (Word, Excel, Powerpoint)Mengurus dan mengatur dokumen/file seperti kontrak dan dokumen internalMembantu dalam menyusun agenda rapat, menyiapkan materi presentasi dan administrasi saat rapat berlangsungMembuat notulen rapat MOMMengurus perjalanan bisnis termasuk pemesanan tiket, pengaturan transportasi dapat mengatur detail perjalanan dan pengajuan budgetMenjaga kerahasiaan informasi pribadi dan sensitifMembuat rekapan sales harian, mingguan, bulananMerekap data unit inventaris kantor dan melakukan perpanjangan surat-surat STNK dll Kualifikasi:Usia max : 35 TahunPendidikan min. S1 (Jurusan management Informatika lebih disukai)Mampu berkomunikasi dengan baik dan mempunyai orientasi kepemimpinan organisasiMampu menggunakan Bahasa InggrisBisa mengendarai Mobil (nilai plus)Memiliki pengalaman minimal 2 tahun dibidang yang samaBerkelakuan baik, disiplin, tanggung jawab, sopan santun, jujur dan mampu bekerja sendiri dengan teamLokasi kerja : Pegangsaan Dua, Jakarta Utara","","Administrasi/Data Entry","","https://id.jobstreet.com/id/job/91700811?type=standard&ref=search-standalone&origin=jobCard#sol=acf2c1e13318b5da421753cac5af3ddd9ed372f1"
"Marketing Support Admin","PT Wahana Duta Jaya Rucika","Gambir","","Job Description:Melakukan pencatatan inventarisasi dan memastikan ketersediaan stok material marketing tools dan souvenir agar digunakan secara optimal dan tersedia sesui kebutuhan regular maupun event yang akan dilaksanakanMelakukan proses pengiriman marketing tools dan souvenir (bongkar muat, pemeriksaan fisik, dbs) untuk memastikan kuantitas dan kualitas marketing tools dan souvenir sesuai standarMenyediakan laporan-laporan terkait yang dibutuhkan oleh manajemen sehingga dapat mempermudah manajemen dalam pengambilan keputusan.Melakukan evaluasi hasil kerja yang telah dicapai serta melakukan tindakan perbaikan sesuai kebutuhan untuk memastikan hasil kerjanya memenuhi standar yang telah ditetapkan.Requirement:Pendidikan min. SMA/SMK Sederajatmin. 3 tahun pengalaman sebagai Admin MarketingMemiliki kemampuan komunikasi, analytical thinking, relationship building, & business sense yang baikMemiliki SIM ABersedia kontrak pihak ketiga","1,001-5,000 employees","Administrasi/Data Entry","https://bx-branding-gateway.cloud.seek.com.au/03a88eb4-d630-4440-affa-3d83064d9808.2/jdpLogo","https://id.jobstreet.com/id/job/91970551?type=standard&ref=search-standalone&origin=jobCard#sol=a830a6137079461c642622fb809ea6568f6c8e09"
"General Affair Staff","PT Madusari Nusaperdana","Jakarta Pusat","","Job Description:Manage day-to-day office operational needs, including facilities and office suppliesCoordinate the maintenance and upkeep of office assets, including operational vehicles, buildings, and equipmentHandle general administrative tasks such as office lease agreements and parking membershipsLiaise and coordinate with Building Management to ensure smooth office operations and compliance with regulations Qualifications:Minimum Bachelor s Degree (S1) in a relevant fieldMinimum 1 2 years of experience in a similar roleStrong communication skillsAble to work independently as well as in a teamGood negotiation skills, particularly with vendorsProficient in Microsoft Office (Excel, Word, PowerPoint, and Teams)Able to drive a motorcycle and/or car, with a valid driving license (SIM C/A)Willing to be placed in Mangga Dua, Central Jakarta","101-1,000 employees","Administrasi/Data Entry","https://bx-branding-gateway.cloud.seek.com.au/a49643ec-aeea-4e29-ab7f-48607dfe30a0.1/jdpLogo","https://id.jobstreet.com/id/job/91654389?type=standard&ref=search-standalone&origin=jobCard#sol=5af7b92a0bf94285ecd04cc8a0b4d0f4e86b0130"
"Facility Admin","PT Zap Berkat Indonesia","Jakarta Raya","Rp 3.000.000 Rp 3.500.000 per month","Zap Laundry, jaringan self-service laundromat modern yang berlokasi di berbagai apartemen strategis di Jakarta, sedang mencari tim operasional yang cekatan.Kami membutuhkan Facility Admin. Peran Anda sangat krusial: memastikan seluruh mesin dan fasilitas outlet di apartemen-apartemen selalu dalam kondisi prima dan siap digunakan oleh pelanggan 24/7.Tanggung Jawab Utama:Fasilitator Utama Outlet: Menjadi penanggung jawab utama atas kesiapan operasional outlet. Menerima dan merespons cepat laporan kendala (mesin eror, masalah koin/kartu, AC) di lokasi apartemen.Koordinasi Pemeliharaan (Maintanance): Menghubungi dan mem-follow-up teknisi atau vendor mesin secara intensif untuk perbaikan. Memastikan perbaikan dilakukan secepat mungkin demi kenyamanan pelanggan.Audit Kunjungan Berkala: Melakukan kunjungan rutin ke outlet-outlet di apartemen untuk memeriksa kebersihan, fungsi mesin, dan kepatuhan terhadap SOP tampilan toko.Administrasi & Purchasing: Menyusun SOP toko, mengelola administrasi pembelian kebutuhan outlet, serta koordinasi administratif dengan manajemen.Kualifikasi:Pendidikan minimal SMA/SMK (diutamakan Administrasi).Pengalaman di bidang Facility Management adalah nilai tambah besar.Proaktif, komunikatif, dan memiliki kemampuan problem-solving yang cepat (tanggap terhadap keluhan outlet).Detail-oriented dan mampu mengatur jadwal kunjungan ke banyak lokasi secara efisien.Wajib memiliki SIM C aktif untuk mobilitas antar apartemen di Jakarta.Sistem Kerja & Gaji:Sistem Kerja: Hybrid (Fleksibel: kunjungan lapangan ke outlet di apartemen dan koordinasi WFH).Gaji (Range): Rp 3.000.000 - Rp 3.500.000 per bulan (sesuai pengalaman).","","Administrasi/Data Entry","","https://id.jobstreet.com/id/job/92008469?type=standard&ref=search-standalone&origin=jobCard#sol=25d9d818bf5aa5cfb16882e012b31d2c35f0575e"
"Admin Staff","PT Magna Hardware","Jakarta Pusat","Rp 5.730.000 Rp 6.500.000 per month","Deskripsi Pekerjaan: Menginput data pengiriman ke dalam file Excel. Memeriksa ekspedisi yang akan digunakan untuk setiap order. Melakukan pengecekan biaya ekspedisi. Memberikan informasi mengenai berat timbangan dan biaya ekspedisi kepada pihak terkait. Membuat rekapitulasi tagihan berdasarkan invoice ekspedisi. Menyiapkan serta merapihkan faktur dan surat jalan. Mengonfirmasi bukti pengiriman barang pesanan dari customer / pihak ke-3 melalui email. Kualifikasi: Pendidikan minimal SMK/D3/S1 jurusan Manajemen, Administrasi, atau setara. Memiliki kemampuan komunikasi yang baik. Mampu bekerja secara individu maupun dalam tim. Memiliki kemampuan problem solving yang baik. Teliti, bertanggung jawab, disiplin, serta memiliki etika komunikasi yang baik. Memiliki pengalaman kerja minimal 1 (satu) tahun di bidang administrasi. Mampu mengoperasikan Microsoft Office (Word, Excel, dan PowerPoint) dengan baik.","","Administrasi/Data Entry","https://bx-branding-gateway.cloud.seek.com.au/126787a0-f046-4a2c-b40f-4924711e4cbc.1/jdpLogo","https://id.jobstreet.com/id/job/91560494?type=standard&ref=search-standalone&origin=jobCard#sol=c1fd53d8ae1ab5c8d3c9a120be242436a6c49175"
"Resepsionis dan Office Cleaning","PT Langit Metal Industry","Jakarta Selatan","Rp 5.000.000 Rp 6.000.000 per month","Kualifikasi:Pendidikan terakhir minimal SMAMenguasai keterampilan mendengarkan, berbicara, membaca dan menulis/mengetik bahasa Inggris (nilai plus jika bisa bahasa Mandarin)Dapat menggunakan Microsoft OfficeMemiliki kemampuan komunikasi yang baik dan ramahBerpenampilan rapi dan profesionalDisiplin, bertanggung jawab, dan mampu bekerja dalam timMemiliki kemampuan multitasking dan pelayanan pelanggan yang baik Deskripsi Pekerjaan:Membersihkan dan merapikan seluruh ruang kantor secara berkalaPenerimaan meja depan dan menjawab panggilan teleponPenerimaan tamu dan melayani keperluan meetingMenerima dan meneruskan surat, paket, koran, dokumen, dan lainnyaMemeriksa dan manajemen barang gudang (perlengkapan kantor, pembersihan kantor, etc) dan administrasi umum lainnya Benefit:BPJS , Asuransi Medical swasta dari kantorCuti Tahunan 12hariSetiap bulan perusahaan mengadakan perayaan ulang tahunLokasi di Jakarta selatan","11-50 employees","Hospitality","https://bx-branding-gateway.cloud.seek.com.au/45ac131b-c380-465d-98b2-8da4661bcb40.1/jdpLogo","https://id.jobstreet.com/id/job/91469803?type=standard&ref=search-standalone&origin=jobCard#sol=742e8a4e3198cd55605727c0012c5e3c671a7c41"
"Package, Cruise & Hotel Booking Manager","PT Fiwi Lestari Internasional (Avia Tour)","Jakarta Pusat","","We are seeking a dynamic and experienced leader to oversee our Package, Cruise, and Hotel Booking Division, ensuring operational excellence while driving innovation in curated travel experiences.This role is ideal for someone who not only understands the complexities of hotel booking and cruise operations, but is also passionate about developing competitive travel packages and delivering seamless, end-to-end customer journeys.Key ResponsibilitiesLead and manage the Package, Cruise & Hotel Booking team, ensuring operational efficiency, service excellence, and business profitability.Oversee end-to-end hotel booking operations, including rate strategy, inventory control, and booking accuracy.Develop and optimize travel packages, cruise products, and hotel offerings, ensuring they remain competitive and aligned with market demand.Drive product innovation by creating attractive, market-driven travel packages (bundling hotels, cruises, and land services).Establish and maintain strong partnerships with hotels, cruise lines, DMCs, airlines, and global suppliers, including contract negotiations and performance management.Monitor sales performance, booking trends, and market insights to identify growth opportunities and improve operational effectiveness.Ensure smooth execution of customized and group travel arrangements, maintaining high standards of customer satisfaction.Provide leadership, coaching, and performance management to team members to build a high-performing team.Collaborate closely with management and sales teams to support revenue growth strategies and product development initiatives. RequirementsMinimum 5 7 years of experience in a Tour & Travel company, with at least 2 years in a managerial role.Strong expertise in travel package development, hotel booking operations, and cruise products (routing, pricing, and supplier management).Proven track record in supplier negotiation and partnership management.Strong business acumen with the ability to balance operational control and commercial strategy.Excellent leadership, communication, and negotiation skills.Proficient in reservation systems and Excel-based reporting.Bachelor s degree in Tourism, Hospitality, or a related field is preferred.","101-1,000 employees","Hospitality","https://bx-branding-gateway.cloud.seek.com.au/084c3d11-bbc0-467f-842d-91ef2389d45c.1/jdpLogo","https://id.jobstreet.com/id/job/91459108?type=standard&ref=search-standalone&origin=jobCard#sol=6d449968584ddf9323331dfccd79d635a9a36493"
"On the Job Training (Trainee) - JAKARTA","PT. Bobobox Mitra Indonesia","Jakarta Raya","Rp 750.000 per month","Benefit for TraineesPocket Allowance (IDR 750,000/month)Certificate Upon Completion InternshipMentorshipCareer Opportunities What you will do:Assist and accompany the main host in welcoming guests during check-in and check-out using the Bobobox HCS systemSupport the main host in greeting guests and verifying reservations in a professional and courteous mannerOperate guest-facing technology (e.g., self check-in, smart door access, room control system) with assistance from the main HostAssist guests in using Bobobox s mobile app or digital platforms for booking, payments, and feedback submissionClean and prepare capsule/pods according to Bobobox s cleanliness and hygiene standardsMaintain the cleanliness and orderliness of public areas (communal spaces, hallways, reception, bathrooms)Restock supplies in public areas (toiletries, tissues, and other guest necessities)Politely greet and assist guests when encountered during cleaning rounds, and respond to request for extra amenities, linens, or urgent cleaning You will fit in this job if you:High school (SMA) or Vocational High School (SMK) student or recent graduate in Hospitality or Tourism programBasic computer literacy and ability to operate hospitality software, mobile apps, and smart devicesAbility to communicate clearly in Bahasa Indonesia; basic English proficiency requiredStrong interpersonal skills with a friendly and professional demeanorGuest-oriented mindset with a passion for delivering excellent serviceEager to learn Placement (can pick):Bobopod JuandaBobopod Kota TuaBobopod Tanah AbangBobopod Kebayoran BaruBobopod ITC KuninganBobopod ThamrinBobopod PancoranBobopod CBC AirportCRiB KuninganBobopod Mega Mall Bekasi","101-1,000 employees","Hospitality","https://bx-branding-gateway.cloud.seek.com.au/3a995b44-bfc2-42b6-9e4d-57aedb33be38.1/jdpLogo","https://id.jobstreet.com/id/job/91902117?type=standard&ref=search-standalone&origin=jobCard#sol=32796dad6fbfe91d380e5a68b2df63a2e924daca"
